month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier
2012-05,TOA PAYOH,3 ROOM,174,LOR 1 TOA PAYOH,11 TO 15,76,Improved,1972,395000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6432,44,4,44 years 04 months,5197.368421052632,False,,S1743405T
2012-05,TOA PAYOH,4 ROOM,228,LOR 8 TOA PAYOH,11 TO 15,82,Improved,1976,395000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6433,48,4,48 years 04 months,4817.073170731707,False,,S2285405T
2012-05,TOA PAYOH,3 ROOM,105,POTONG PASIR AVE 1,06 TO 10,74,Model A,1984,398000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6434,56,4,56 years 04 months,5378.378378378378,False,,S1053405T
2012-05,TOA PAYOH,3 ROOM,17,LOR 7 TOA PAYOH,06 TO 10,77,Improved,1971,399000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6435,43,4,43 years 04 months,5181.818181818182,False,,S0173405T
2012-05,TOA PAYOH,3 ROOM,108,POTONG PASIR AVE 1,11 TO 15,74,Model A,1984,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6436,56,4,56 years 04 months,5405.405405405405,False,,S1083405T
2012-05,TOA PAYOH,4 ROOM,222,LOR 8 TOA PAYOH,16 TO 20,82,Improved,1976,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6437,48,4,48 years 04 months,5000.0,False,,S2225405T
2012-05,TOA PAYOH,4 ROOM,17,JOO SENG RD,11 TO 15,106,Model A,1983,422000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6439,55,4,55 years 04 months,3981.132075471698,False,,S0175405T
2012-05,TOA PAYOH,4 ROOM,248,KIM KEAT LINK,01 TO 05,104,Model A,1989,427000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6440,61,4,61 years 04 months,4105.7692307692305,False,,S2485405T
2012-05,TOA PAYOH,4 ROOM,204,TOA PAYOH NTH,01 TO 05,87,Improved,1973,438000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6441,45,4,45 years 04 months,5034.482758620689,False,,S2045405T
2012-05,TOA PAYOH,4 ROOM,201,TOA PAYOH NTH,06 TO 10,87,Improved,1973,441000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6442,45,4,45 years 04 months,5068.9655172413795,False,,S2015405T
2012-05,TOA PAYOH,4 ROOM,241,KIM KEAT LINK,01 TO 05,104,Model A,1989,456000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6443,61,4,61 years 04 months,4384.615384615385,False,,S2415405T
2012-05,TOA PAYOH,4 ROOM,256,KIM KEAT AVE,01 TO 05,103,Model A,1988,499000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6444,60,4,60 years 04 months,4844.660194174758,False,,S2565405T
2012-05,TOA PAYOH,4 ROOM,246,KIM KEAT LINK,01 TO 05,104,Model A,1989,500000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6445,61,4,61 years 04 months,4807.692307692308,False,,S2465405T
2012-05,TOA PAYOH,4 ROOM,136,POTONG PASIR AVE 3,01 TO 05,106,Model A,1984,504000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6446,56,4,56 years 04 months,4754.7169811320755,False,,S1365405T
2012-05,TOA PAYOH,4 ROOM,193,LOR 4 TOA PAYOH,21 TO 25,84,Improved,1974,575000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6448,46,4,46 years 04 months,6845.238095238095,False,,S1935405T
2012-05,TOA PAYOH,4 ROOM,14,LOR 7 TOA PAYOH,11 TO 15,106,Model A,1998,580000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6450,70,4,70 years 04 months,5471.698113207547,False,,S0145405T
2012-05,TOA PAYOH,5 ROOM,256,KIM KEAT AVE,01 TO 05,122,Improved,1988,583000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6451,60,4,60 years 04 months,4778.688524590164,False,,S2566905T
2012-05,TOA PAYOH,4 ROOM,143,LOR 2 TOA PAYOH,06 TO 10,90,Model A,2002,595000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6452,74,4,74 years 04 months,6611.111111111111,False,,S1435405T
2012-05,TOA PAYOH,4 ROOM,144,LOR 2 TOA PAYOH,06 TO 10,90,Model A,2002,600000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6453,74,4,74 years 04 months,6666.666666666667,False,,S1445405T
2012-05,TOA PAYOH,4 ROOM,62,LOR 4 TOA PAYOH,06 TO 10,100,Model A,1999,600000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6454,71,4,71 years 04 months,6000.0,False,,S0625405T
2012-05,TOA PAYOH,5 ROOM,224,LOR 8 TOA PAYOH,21 TO 25,114,Standard,1976,625000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6455,48,4,48 years 04 months,5482.456140350877,False,,S2246905T
2012-05,TOA PAYOH,5 ROOM,43,LOR 5 TOA PAYOH,06 TO 10,123,Improved,1993,632000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6456,65,4,65 years 04 months,5138.211382113821,False,,S0436905T
2012-05,TOA PAYOH,4 ROOM,122,LOR 2 TOA PAYOH,16 TO 20,101,Model A,1999,635000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6457,71,4,71 years 04 months,6287.1287128712875,False,,S1225405T
2012-05,TOA PAYOH,4 ROOM,153,LOR 2 TOA PAYOH,16 TO 20,101,Model A,1999,641000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6458,71,4,71 years 04 months,6346.534653465346,False,,S1535405T
2012-05,TOA PAYOH,4 ROOM,147,LOR 2 TOA PAYOH,11 TO 15,91,Model A,2006,655000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6460,78,4,78 years 04 months,7197.802197802198,False,,S1475405T
2012-05,TOA PAYOH,5 ROOM,60,LOR 4 TOA PAYOH,01 TO 05,120,Improved,1999,670000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6461,71,4,71 years 04 months,5583.333333333333,False,,S0606905T
2012-05,TOA PAYOH,5 ROOM,14A,LOR 7 TOA PAYOH,11 TO 15,121,Improved,1998,683000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6462,70,4,70 years 04 months,5644.628099173554,False,,S0146905T
2012-05,TOA PAYOH,4 ROOM,152,LOR 2 TOA PAYOH,26 TO 30,91,Model A,2006,698000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6463,78,4,78 years 04 months,7670.32967032967,False,,S1525405T
2012-05,TOA PAYOH,5 ROOM,143,LOR 2 TOA PAYOH,01 TO 05,111,Improved,2002,705000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6464,74,4,74 years 04 months,6351.351351351352,False,,S1436905T
2012-05,TOA PAYOH,5 ROOM,7,LOR 7 TOA PAYOH,16 TO 20,120,Improved,1998,710000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6465,70,4,70 years 04 months,5916.666666666667,False,,S0076905T
2012-05,TOA PAYOH,EXECUTIVE,125,POTONG PASIR AVE 1,01 TO 05,151,Maisonette,1984,715000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6466,56,4,56 years 04 months,4735.099337748345,False,,S1257105T
2012-05,TOA PAYOH,4 ROOM,79A,TOA PAYOH CTRL,26 TO 30,91,Model A,2009,745000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6470,81,4,81 years 04 months,8186.813186813187,False,,S0795405T
2012-05,TOA PAYOH,5 ROOM,142,LOR 2 TOA PAYOH,11 TO 15,115,Improved,2001,753000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6471,73,4,73 years 04 months,6547.826086956522,False,,S1426905T
2012-05,TOA PAYOH,5 ROOM,147,LOR 2 TOA PAYOH,06 TO 10,110,Improved,2006,760000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6472,78,4,78 years 04 months,6909.090909090909,False,,S1476905T
2012-05,TOA PAYOH,5 ROOM,62,LOR 4 TOA PAYOH,26 TO 30,120,Improved,1999,782000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6473,71,4,71 years 04 months,6516.666666666667,False,,S0626905T
2012-05,WOODLANDS,2 ROOM,16,MARSILING LANE,01 TO 05,45,Improved,1984,242000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6474,56,4,56 years 04 months,5377.777777777777,False,,S0162405W
2012-05,WOODLANDS,3 ROOM,24,MARSILING DR,01 TO 05,67,New Generation,1977,275000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6476,49,4,49 years 04 months,4104.477611940299,False,,S0243105W
2012-05,WOODLANDS,3 ROOM,2,MARSILING DR,11 TO 15,65,Improved,1974,293000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6479,46,4,46 years 04 months,4507.692307692308,False,,S0023105W
2012-05,WOODLANDS,3 ROOM,125,MARSILING RISE,06 TO 10,69,Improved,1985,300000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6484,57,4,57 years 04 months,4347.826086956522,False,,S1253105W
2012-05,WOODLANDS,3 ROOM,23,MARSILING DR,11 TO 15,67,New Generation,1977,301000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6485,49,4,49 years 04 months,4492.537313432836,False,,S0233105W
2012-05,WOODLANDS,3 ROOM,22,MARSILING DR,06 TO 10,67,New Generation,1977,303000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6486,49,4,49 years 04 months,4522.388059701492,False,,S0223105W
2012-05,WOODLANDS,3 ROOM,202,MARSILING DR,11 TO 15,68,New Generation,1981,303000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6487,53,4,53 years 04 months,4455.882352941177,False,,S2023105W
2012-05,WOODLANDS,3 ROOM,204,MARSILING DR,06 TO 10,68,New Generation,1981,305000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6488,53,4,53 years 04 months,4485.294117647059,False,,S2043105W
2012-05,WOODLANDS,3 ROOM,206,MARSILING DR,06 TO 10,68,New Generation,1981,308500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6489,53,4,53 years 04 months,4536.764705882353,False,,S2063105W
2012-05,WOODLANDS,3 ROOM,212,MARSILING CRES,01 TO 05,74,Model A,1983,313000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6491,55,4,55 years 04 months,4229.72972972973,False,,S2123105W
2012-05,WOODLANDS,3 ROOM,217,MARSILING CRES,11 TO 15,74,Model A,1982,313000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6492,54,4,54 years 04 months,4229.72972972973,False,,S2173105W
2012-05,WOODLANDS,3 ROOM,848,WOODLANDS ST 82,01 TO 05,69,New Generation,1995,313000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6493,67,4,67 years 04 months,4536.231884057971,False,,S8483105W
2012-05,WOODLANDS,3 ROOM,17,MARSILING LANE,01 TO 05,75,Improved,1984,315000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6494,56,4,56 years 04 months,4200.0,False,,S0173105W
2012-05,WOODLANDS,3 ROOM,411,WOODLANDS ST 41,01 TO 05,68,New Generation,1995,317000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6495,67,4,67 years 04 months,4661.764705882353,False,,S4113105W
2012-05,WOODLANDS,3 ROOM,149,WOODLANDS ST 13,06 TO 10,68,New Generation,1985,320000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6496,57,4,57 years 04 months,4705.882352941177,False,,S1493105W
2012-05,WOODLANDS,3 ROOM,148,WOODLANDS ST 13,06 TO 10,68,New Generation,1985,320000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6497,57,4,57 years 04 months,4705.882352941177,False,,S1483105W
2012-05,WOODLANDS,3 ROOM,161,WOODLANDS ST 13,01 TO 05,73,Model A,1990,330000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6499,62,4,62 years 04 months,4520.54794520548,False,,S1613105W
2012-05,WOODLANDS,4 ROOM,25,MARSILING DR,06 TO 10,92,New Generation,1977,336000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6500,49,4,49 years 04 months,3652.1739130434785,False,,S0253905W
2012-05,WOODLANDS,4 ROOM,203,MARSILING DR,01 TO 05,93,New Generation,1981,338000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6501,53,4,53 years 04 months,3634.4086021505377,False,,S2033905W
2012-05,WOODLANDS,4 ROOM,7,MARSILING DR,11 TO 15,90,Improved,1976,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6502,48,4,48 years 04 months,3777.777777777778,False,,S0073905W
2012-05,WOODLANDS,4 ROOM,29,MARSILING DR,06 TO 10,97,New Generation,1979,342000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6503,51,4,51 years 04 months,3525.773195876289,False,,S0293905W
2012-05,WOODLANDS,3 ROOM,317,WOODLANDS ST 31,06 TO 10,73,Model A,1993,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6504,65,4,65 years 04 months,4726.027397260274,False,,S3173105W
2012-05,WOODLANDS,4 ROOM,855,WOODLANDS ST 83,01 TO 05,84,Simplified,1993,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6506,65,4,65 years 04 months,4107.142857142857,False,,S8553905W
2012-05,WOODLANDS,4 ROOM,217,MARSILING CRES,01 TO 05,104,Model A,1982,348000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6507,54,4,54 years 04 months,3346.153846153846,False,,S2173905W
2012-05,WOODLANDS,4 ROOM,154,WOODLANDS ST 13,06 TO 10,91,New Generation,1986,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6508,58,4,58 years 04 months,3846.153846153846,False,,S1543905W
2012-05,WOODLANDS,3 ROOM,310,WOODLANDS ST 31,11 TO 15,73,Model A,1993,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6509,65,4,65 years 04 months,4794.520547945205,False,,S3103105W
2012-05,WOODLANDS,4 ROOM,205,MARSILING DR,11 TO 15,94,New Generation,1980,351000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6510,52,4,52 years 04 months,3734.0425531914893,False,,S2053905W
2012-05,WOODLANDS,4 ROOM,321,WOODLANDS ST 32,01 TO 05,89,Simplified,1994,355000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6512,66,4,66 years 04 months,3988.7640449438204,False,,S3213905W
2012-05,WOODLANDS,3 ROOM,319,WOODLANDS ST 31,11 TO 15,73,Model A,1993,356000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6513,65,4,65 years 04 months,4876.712328767123,False,,S3193105W
2012-05,WOODLANDS,4 ROOM,843,WOODLANDS ST 82,11 TO 15,84,Simplified,1994,357000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6514,66,4,66 years 04 months,4250.0,False,,S8433905W
2012-05,WOODLANDS,3 ROOM,158,WOODLANDS ST 13,11 TO 15,73,Model A,1990,358000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6515,62,4,62 years 04 months,4904.109589041096,False,,S1583105W
2012-05,WOODLANDS,4 ROOM,148,WOODLANDS ST 13,01 TO 05,93,New Generation,1985,358000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6516,57,4,57 years 04 months,3849.462365591398,False,,S1483905W
2012-05,WOODLANDS,3 ROOM,157,WOODLANDS ST 13,06 TO 10,73,Model A,1985,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6517,57,4,57 years 04 months,4931.506849315068,False,,S1573105W
2012-05,WOODLANDS,4 ROOM,825,WOODLANDS ST 81,01 TO 05,84,Simplified,1990,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6518,62,4,62 years 04 months,4285.714285714285,False,,S8253905W
2012-05,WOODLANDS,4 ROOM,577,WOODLANDS DR 16,06 TO 10,91,Model A,2000,365000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6519,72,4,72 years 04 months,4010.989010989011,False,,S5773905W
2012-05,WOODLANDS,4 ROOM,618,WOODLANDS AVE 4,01 TO 05,92,Model A2,1998,365000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6520,70,4,70 years 04 months,3967.391304347826,False,,S6183905W
2012-05,WOODLANDS,4 ROOM,101,WOODLANDS ST 13,01 TO 05,92,New Generation,1985,365000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6521,57,4,57 years 04 months,3967.391304347826,False,,S1013905W
2012-05,WOODLANDS,4 ROOM,335,WOODLANDS ST 32,01 TO 05,83,Simplified,1985,368000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6522,57,4,57 years 04 months,4433.734939759036,False,,S3353905W
2012-05,WOODLANDS,4 ROOM,757,WOODLANDS AVE 4,01 TO 05,103,Model A,1997,370000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6523,69,4,69 years 04 months,3592.233009708738,False,,S7573905W
2012-05,WOODLANDS,4 ROOM,824,WOODLANDS ST 81,06 TO 10,84,Simplified,1989,370000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6525,61,4,61 years 04 months,4404.761904761905,False,,S8243905W
2012-05,WOODLANDS,4 ROOM,113,WOODLANDS ST 13,06 TO 10,91,New Generation,1987,370800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6526,59,4,59 years 04 months,4074.7252747252746,False,,S1133905W
2012-05,WOODLANDS,4 ROOM,312,WOODLANDS ST 31,01 TO 05,89,Simplified,1989,371000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6528,61,4,61 years 04 months,4168.539325842697,False,,S3123905W
2012-05,WOODLANDS,4 ROOM,401,WOODLANDS ST 41,01 TO 05,106,Model A,1995,372000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6529,67,4,67 years 04 months,3509.433962264151,False,,S4013905W
2012-05,WOODLANDS,4 ROOM,626,WOODLANDS AVE 6,01 TO 05,90,Model A2,1998,374500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6530,70,4,70 years 04 months,4161.111111111111,False,,S6263905W
2012-05,WOODLANDS,4 ROOM,620,WOODLANDS DR 52,01 TO 05,96,Model A2,1998,375000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6531,70,4,70 years 04 months,3906.25,False,,S6203905W
2012-05,WOODLANDS,4 ROOM,5A,MARSILING DR,06 TO 10,90,Model A,2002,375000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6532,74,4,74 years 04 months,4166.666666666667,False,,S0053905W
2012-05,WOODLANDS,4 ROOM,105,WOODLANDS ST 13,06 TO 10,91,New Generation,1985,376000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6533,57,4,57 years 04 months,4131.868131868132,False,,S1053905W
2012-05,WOODLANDS,4 ROOM,899B,WOODLANDS DR 50,01 TO 05,99,Model A,1997,378000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6534,69,4,69 years 04 months,3818.181818181818,False,,S8993905W
2012-05,WOODLANDS,4 ROOM,579,WOODLANDS DR 16,01 TO 05,91,Model A,2001,379888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6536,73,4,73 years 04 months,4174.593406593406,False,,S5793905W
2012-05,WOODLANDS,4 ROOM,33,MARSILING DR,01 TO 05,98,New Generation,1978,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6538,50,4,50 years 04 months,3877.5510204081634,False,,S0333905W
2012-05,WOODLANDS,4 ROOM,108,WOODLANDS ST 13,06 TO 10,91,New Generation,1987,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6539,59,4,59 years 04 months,4175.824175824176,False,,S1083905W
2012-05,WOODLANDS,4 ROOM,429,WOODLANDS ST 41,01 TO 05,104,Model A,1996,384000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6540,68,4,68 years 04 months,3692.3076923076924,False,,S4293905W
2012-05,WOODLANDS,4 ROOM,624B,WOODLANDS DR 52,01 TO 05,100,Model A,1998,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6543,70,4,70 years 04 months,3850.0,False,,S6243905W
2012-05,WOODLANDS,4 ROOM,751,WOODLANDS CIRCLE,01 TO 05,103,Model A,1998,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6544,70,4,70 years 04 months,3737.864077669903,False,,S7513905W
2012-05,WOODLANDS,4 ROOM,775,WOODLANDS CRES,11 TO 15,91,Model A2,1997,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6545,69,4,69 years 04 months,4230.7692307692305,False,,S7753905W
2012-05,WOODLANDS,4 ROOM,104,WOODLANDS ST 13,11 TO 15,92,New Generation,1985,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6546,57,4,57 years 04 months,4184.782608695652,False,,S1043905W
2012-05,WOODLANDS,5 ROOM,10,MARSILING DR,01 TO 05,123,Standard,1976,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6547,48,4,48 years 04 months,3130.081300813008,False,,S0104505W
2012-05,WOODLANDS,4 ROOM,661,WOODLANDS RING RD,01 TO 05,100,Model A,1998,386000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6548,70,4,70 years 04 months,3860.0,False,,S6613905W
2012-05,WOODLANDS,4 ROOM,669,WOODLANDS RING RD,06 TO 10,85,Model A2,2000,387000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6549,72,4,72 years 04 months,4552.941176470588,False,,S6693905W
2012-05,WOODLANDS,4 ROOM,666,WOODLANDS RING RD,06 TO 10,87,Model A2,2000,390000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6552,72,4,72 years 04 months,4482.758620689655,False,,S6663905W
2012-05,WOODLANDS,4 ROOM,765,WOODLANDS CIRCLE,01 TO 05,90,Model A,2003,391000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6553,75,4,75 years 04 months,4344.444444444444,False,,S7653905W
2012-05,WOODLANDS,4 ROOM,752,WOODLANDS CIRCLE,06 TO 10,103,Model A,1998,392000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6554,70,4,70 years 04 months,3805.8252427184466,False,,S7523905W
2012-05,WOODLANDS,4 ROOM,549,WOODLANDS DR 44,06 TO 10,100,Model A,2000,394000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6556,72,4,72 years 04 months,3940.0,False,,S5493905W
2012-05,WOODLANDS,4 ROOM,739,WOODLANDS CIRCLE,01 TO 05,102,Model A2,1997,395000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6557,69,4,69 years 04 months,3872.549019607843,False,,S7393905W
2012-05,WOODLANDS,4 ROOM,159,WOODLANDS ST 13,01 TO 05,103,Model A,1990,395000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6558,62,4,62 years 04 months,3834.9514563106795,False,,S1593905W
2012-05,WOODLANDS,4 ROOM,171,WOODLANDS ST 11,06 TO 10,96,New Generation,1985,396000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6559,57,4,57 years 04 months,4125.0,False,,S1713905W
2012-05,WOODLANDS,4 ROOM,743,WOODLANDS CIRCLE,06 TO 10,100,Model A2,1997,398000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6560,69,4,69 years 04 months,3980.0,False,,S7433905W
2012-05,WOODLANDS,4 ROOM,617,WOODLANDS AVE 4,11 TO 15,96,Model A2,1998,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6561,70,4,70 years 04 months,4166.666666666667,False,,S6173905W
2012-05,WOODLANDS,4 ROOM,851,WOODLANDS ST 83,01 TO 05,106,Model A,1996,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6562,68,4,68 years 04 months,3773.5849056603774,False,,S8513905W
2012-05,WOODLANDS,4 ROOM,853,WOODLANDS ST 83,01 TO 05,104,Model A,1993,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6563,65,4,65 years 04 months,3846.153846153846,False,,S8533905W
2012-05,WOODLANDS,4 ROOM,345,WOODLANDS ST 32,06 TO 10,104,Model A,1995,401000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,6564,67,4,67 years 04 months,3855.769230769231,False,,S3453905W
