month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier,resale_identifier_hash
2013-04,CLEMENTI,3 ROOM,713,CLEMENTI WEST ST 2,04 TO 06,67,New Generation,1985,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24324,57,4,57 years 04 months,5373.134328358209,False,,S7133804C,c82850618885fe44b7056d916da5c2343f48fc9604406dcc4d8cbc486aaa766c
2013-04,CLEMENTI,3 ROOM,706,CLEMENTI WEST ST 2,07 TO 09,68,New Generation,1980,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24325,52,4,52 years 04 months,5294.117647058823,False,,S7063804C,697d5e35eb0975650fa4528d304f9722677d63756ac600f5255b92c475696963
2013-04,CLEMENTI,3 ROOM,105,CLEMENTI ST 12,01 TO 03,67,New Generation,1984,375000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24326,56,4,56 years 04 months,5597.014925373134,False,,S1053804C,9b176779c78d46dd488c628ba03f37315b55cdcde6b9340c0f89731de22ba3a5
2013-04,CLEMENTI,3 ROOM,607,CLEMENTI WEST ST 1,10 TO 12,67,New Generation,1979,375000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24327,51,4,51 years 04 months,5597.014925373134,False,,S6073804C,a349d92ba1a06fb8da04420a9c7403c80bde13403daa50c95ba5da5d4581c6ec
2013-04,CLEMENTI,3 ROOM,339,CLEMENTI AVE 5,01 TO 03,67,New Generation,1979,380000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24328,51,4,51 years 04 months,5671.641791044776,False,,S3393804C,b5c48dec768a0cc3707b95bf3b9d513dbde0374a244cdb45c9e4343a3126a702
2013-04,CLEMENTI,3 ROOM,376,CLEMENTI AVE 4,01 TO 03,67,New Generation,1980,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24329,52,4,52 years 04 months,5746.268656716418,False,,S3763804C,f6ff789cb1bf6cba2b28785ceea6ab1577b37989070b0beeeac52ee9a1113ab0
2013-04,CLEMENTI,3 ROOM,515,WEST COAST RD,10 TO 12,82,New Generation,1980,390000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24330,52,4,52 years 04 months,4756.09756097561,False,,S5153804C,4af3719fdd7b4af79e7c77bcca7a311c554ed24ba02207184efd18faee54e70b
2013-04,CLEMENTI,3 ROOM,310,CLEMENTI AVE 4,07 TO 09,67,New Generation,1980,393000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24331,52,4,52 years 04 months,5865.671641791045,False,,S3103804C,560be39fa60bc828ab5f081095611cb6036aa7c588c87d08a2b482fc4f9a681b
2013-04,CLEMENTI,3 ROOM,345,CLEMENTI AVE 5,04 TO 06,67,New Generation,1979,395000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24332,51,4,51 years 04 months,5895.522388059701,False,,S3453804C,85673e12f84dbbbede03d5d9532b629197e526cb20cec824a1ffc950baf6e4e8
2013-04,CLEMENTI,3 ROOM,346,CLEMENTI AVE 5,10 TO 12,67,New Generation,1979,395000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24333,51,4,51 years 04 months,5895.522388059701,False,,S3463804C,e19e3d4b0d26e76ce4d45fbddbf5daf99907b6c252af3e031e095c3c6653cb4a
2013-04,CLEMENTI,3 ROOM,305,CLEMENTI AVE 4,07 TO 09,67,New Generation,1979,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24334,51,4,51 years 04 months,6044.776119402985,False,,S3053804C,5101b8136ae3abdf330fd68f086d6eb0fe8bc2c5d2ff28874d48cc254d7d0202
2013-04,CLEMENTI,3 ROOM,729,CLEMENTI WEST ST 2,04 TO 06,82,New Generation,1983,428000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24335,55,4,55 years 04 months,5219.512195121952,False,,S7293804C,01e9680dd7b6484fbb23737aad282e825ef569ea4666f21e226934c2780748fc
2013-04,CLEMENTI,3 ROOM,431,CLEMENTI AVE 3,01 TO 03,82,New Generation,1979,435500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24336,51,4,51 years 04 months,5310.975609756098,False,,S4313804C,daeafbd7abf53b1b466cb96e2b4309d808760d697c6a95347f3d9162c02990da
2013-04,CLEMENTI,3 ROOM,320,CLEMENTI AVE 4,07 TO 09,67,New Generation,1979,448800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24337,51,4,51 years 04 months,6698.507462686567,False,,S3203804C,d738fe5f97ece6ee8e5fec7825c094e741f5029c54253fe522767283330af2be
2013-04,CLEMENTI,4 ROOM,511,WEST COAST DR,01 TO 03,91,New Generation,1978,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24338,50,4,50 years 04 months,5000.0,False,,S5115604C,9d02baf610b57a9172449eb8681b81850d4850e12e6957f0d351d359b375ef01
2013-04,CLEMENTI,4 ROOM,509,WEST COAST DR,10 TO 12,92,New Generation,1978,475000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24341,50,4,50 years 04 months,5163.04347826087,False,,S5095604C,d50d239cb717ef789c61e1a8bae96202cbe298a2aed988e84f2fe037593cec75
2013-04,CLEMENTI,4 ROOM,611,CLEMENTI WEST ST 1,04 TO 06,103,Model A,1983,476000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24342,55,4,55 years 04 months,4621.359223300971,False,,S6115604C,1fbb460026c33e46bd4210a00068867ab947525b6349ac24ed99f0ef476b5222
2013-04,CLEMENTI,3 ROOM,450,CLEMENTI AVE 3,01 TO 03,82,New Generation,1980,478000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24343,52,4,52 years 04 months,5829.268292682927,False,,S4503804C,0a218caa0435485d75ccee919894d7dc27be4878d8b01e7cda989e488f4ac800
2013-04,CLEMENTI,4 ROOM,512,WEST COAST DR,07 TO 09,91,New Generation,1978,479888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24344,50,4,50 years 04 months,5273.494505494506,False,,S5125604C,fec6a673ea71cb886d3e80d1633d9ca6756c085fa7d61baca8b071737fe5fed1
2013-04,CLEMENTI,4 ROOM,716,CLEMENTI WEST ST 2,04 TO 06,91,New Generation,1981,483000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24345,53,4,53 years 04 months,5307.692307692308,False,,S7165604C,ea84f607c2c4aa8f0e8a1e2df15318325205d788e3a6f4cc8dcaab852328799f
2013-04,CLEMENTI,3 ROOM,371,CLEMENTI AVE 4,07 TO 09,82,New Generation,1981,510000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24346,53,4,53 years 04 months,6219.512195121952,False,,S3713804C,0130dc164d50a72ab691da9f7cfb9219c8175b5c24e8733c44f5dafb0a09937d
2013-04,CLEMENTI,3 ROOM,379,CLEMENTI AVE 5,10 TO 12,82,New Generation,1980,518000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24347,52,4,52 years 04 months,6317.073170731707,False,,S3793804C,53a72fac29032c4d1ad7539a616aa4b2264455fade05777351395e18d7980f0f
2013-04,CLEMENTI,4 ROOM,365,CLEMENTI AVE 2,10 TO 12,90,New Generation,1978,565000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24348,50,4,50 years 04 months,6277.777777777777,False,,S3655604C,5d3c96d5371249573d58e5ed20ee3f40b08f1677c44e065cdc1ade63d3821c6e
2013-04,CLEMENTI,4 ROOM,317,CLEMENTI AVE 4,04 TO 06,91,New Generation,1979,590000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24349,51,4,51 years 04 months,6483.516483516483,False,,S3175604C,7e82a0d4eadda57c2f8c109e9cb3a6ae483adfc8c8f5bdcee11b4c1b8ef8bc55
2013-04,CLEMENTI,4 ROOM,454,CLEMENTI AVE 3,07 TO 09,90,Model A,2002,700000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24350,74,4,74 years 04 months,7777.777777777777,False,,S4545604C,e86fedc2ca1ccae8575746b2f5c8a700081c9b05aab78068ff49206206b15a91
2013-04,CLEMENTI,4 ROOM,462,CLEMENTI AVE 3,04 TO 06,90,Model A,2006,703000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24351,78,4,78 years 04 months,7811.111111111111,False,,S4625604C,bbd7069b7a0b6b10302c453c39e8c05dd3569541b9efbeda05a1f9f80f69ed0d
2013-04,CLEMENTI,5 ROOM,413,C'WEALTH AVE WEST,22 TO 24,125,Improved,1978,780000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24354,50,4,50 years 04 months,6240.0,False,,S4138004C,b7a3e1e09b8280b374b1619a9364f7a3fa5d0798ed57b8a213ba25aa4dc680cd
2013-04,CLEMENTI,5 ROOM,458,CLEMENTI AVE 3,16 TO 18,110,Improved,2002,825000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24355,74,4,74 years 04 months,7500.0,False,,S4588004C,a681342ce7a9092566295f6f6db95a4668bf75b2e0bd79568356fc9111a1615d
2013-04,CLEMENTI,EXECUTIVE,201,CLEMENTI AVE 6,07 TO 09,149,Apartment,1985,840000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24356,57,4,57 years 04 months,5637.583892617449,False,,S2018604C,bcfeacff2d740f4b4ff68a63b03dff0e9340c65c4317e5aeb2d052ccbdc5382d
2013-04,CLEMENTI,EXECUTIVE,206,CLEMENTI AVE 6,13 TO 15,150,Maisonette,1985,890000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24357,57,4,57 years 04 months,5933.333333333333,False,,S2068604C,e5ac2b8ecb7bd5fcbf73e02935cdf5d532ef7be722625470496cf348ebb092c3
2013-04,GEYLANG,2 ROOM,63,CIRCUIT RD,07 TO 09,45,Standard,1967,255000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24358,39,4,39 years 04 months,5666.666666666667,False,,S0632704G,247fbc7a3abc79d508827a49991076915b9b597e8951131fc70102ca0625dfc3
2013-04,GEYLANG,2 ROOM,62,CIRCUIT RD,07 TO 09,45,Standard,1967,267000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24359,39,4,39 years 04 months,5933.333333333333,False,,S0622704G,d4deac6e1836adb22d03fec502eeb8b5dba573c9bf8cf34c6bc83dbcb928770f
2013-04,GEYLANG,2 ROOM,70,CIRCUIT RD,07 TO 09,42,Standard,1969,272000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24360,41,4,41 years 04 months,6476.190476190476,False,,S0702704G,0b158f415ce8c4448fb32934abe5937ddc610ecb4f58e89c337b9f94cb4c6829
2013-04,GEYLANG,3 ROOM,62,CIRCUIT RD,01 TO 03,55,Standard,1967,295000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24362,39,4,39 years 04 months,5363.636363636364,False,,S0623504G,112b58a831ae39cb9d3384e263f86b5723e630e4e7754986d1f45c12ed286e55
2013-04,GEYLANG,2 ROOM,81,MACPHERSON LANE,10 TO 12,50,Standard,1968,298000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24364,40,4,40 years 04 months,5960.0,False,,S0812704G,f4c00e0f29916787db82641655efaf6beb723840f6d0aefe77d0e5b495fba0ff
2013-04,GEYLANG,3 ROOM,20,BALAM RD,01 TO 03,60,Standard,1967,303000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24365,39,4,39 years 04 months,5050.0,False,,S0203504G,7c64f11a50453c46e5cec6b4fb1508103738888ec49eef1b3e57438a51475fbf
2013-04,GEYLANG,3 ROOM,69,CIRCUIT RD,10 TO 12,56,Standard,1969,303000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24366,41,4,41 years 04 months,5410.714285714285,False,,S0693504G,98dd3c0aa08904f94acdee7a0f19b8295c4020147af696855fb124201d3c3937
2013-04,GEYLANG,3 ROOM,47,CIRCUIT RD,07 TO 09,56,Standard,1969,310000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24367,41,4,41 years 04 months,5535.714285714285,False,,S0473504G,032f52a6d3c9835b71868256dcc62105eed82bc65941dd1990c09b2db50a0f65
2013-04,GEYLANG,3 ROOM,87,CIRCUIT RD,04 TO 06,60,Improved,1970,315000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24368,42,4,42 years 04 months,5250.0,False,,S0873504G,502ff4761495bb5c60b74270549d683e7930c96720ec9ae3dda3b8b5fb826f98
2013-04,GEYLANG,3 ROOM,21,EUNOS CRES,07 TO 09,66,Improved,1982,320000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24369,54,4,54 years 04 months,4848.484848484848,False,,S0213504G,5d18a96682ea9999824b6a967b67a3bc172c4439dd2f92153607d8790f116c41
2013-04,GEYLANG,3 ROOM,36,CIRCUIT RD,04 TO 06,63.1,Standard,1971,325000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24370,43,4,43 years 04 months,5150.5546751188585,False,,S0363504G,7a0e33b05ee4bc46d9062ed8176a1687818090b1ea3013c58d1b412f4c6bdd68
2013-04,GEYLANG,3 ROOM,37,CIRCUIT RD,10 TO 12,59,Standard,1972,325000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24371,44,4,44 years 04 months,5508.474576271186,False,,S0373504G,5690e0e44de2fed4d4a8d0f1cb13667f69d69fec0ddb5770ef8166d8bf032aa6
2013-04,GEYLANG,3 ROOM,22,BALAM RD,07 TO 09,60,Standard,1967,331000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24372,39,4,39 years 04 months,5516.666666666667,False,,S0223504G,83c27b6ccff3d0e9a151742da6177f150639ee615c8ed8c8009f5e8ff5b53a03
2013-04,GEYLANG,3 ROOM,17,EUNOS CRES,07 TO 09,59,Improved,1977,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24374,49,4,49 years 04 months,5847.457627118644,False,,S0173504G,e79f26e041e346331f0f470a0db2864af9943a91caba63c2f766980bec3de0bb
2013-04,GEYLANG,3 ROOM,99,ALJUNIED CRES,10 TO 12,67,New Generation,1978,357000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24375,50,4,50 years 04 months,5328.358208955224,False,,S0993504G,454ea104e000599815ee58d1d5787e8496848899e4d6a0e0239ebf3f211ffec6
2013-04,GEYLANG,3 ROOM,95,OLD AIRPORT RD,04 TO 06,56,Standard,1969,365000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24378,41,4,41 years 04 months,6517.857142857143,False,,S0953504G,9926333990eaf6339b16a692bbdabb09aea90ecd362ae7a326d0fe78f141729b
2013-04,GEYLANG,3 ROOM,101,ALJUNIED CRES,04 TO 06,67,New Generation,1978,370000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24380,50,4,50 years 04 months,5522.388059701492,False,,S1013504G,84f775ee2662fab05feca506a418b27de1b60b4536baccf946208066f05ca83d
2013-04,GEYLANG,3 ROOM,41,SIMS DR,13 TO 15,66,Improved,1981,370000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24381,53,4,53 years 04 months,5606.060606060606,False,,S0413504G,b3425f3481d1a4389056255f2aff6ff9fcf8b71679b01e5e316e525c1b0467ed
2013-04,GEYLANG,3 ROOM,93,JLN DUA,07 TO 09,62,Standard,1969,375000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24382,41,4,41 years 04 months,6048.387096774193,False,,S0933504G,58465b04b55bb3ab0647a44d4b137c4d84fcdf81519795006de7dfd886fb3998
2013-04,GEYLANG,4 ROOM,343,UBI AVE 1,07 TO 09,90,Simplified,1986,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24383,58,4,58 years 04 months,4555.555555555556,False,,S3435104G,a91ea665dc257324d31b2cc056b06deb8c042821cfbb6317a9cda6354fbb51b4
2013-04,GEYLANG,4 ROOM,121,PAYA LEBAR WAY,07 TO 09,92,New Generation,1980,416000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24384,52,4,52 years 04 months,4521.739130434783,False,,S1215104G,580286922bc4d31e9e30c734842cdd583aecd4b5c38ed3905e84716f875f5890
2013-04,GEYLANG,3 ROOM,12,PINE CL,01 TO 03,68,New Generation,1981,423800,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24385,53,4,53 years 04 months,6232.35294117647,False,,S0123504G,1668644cd39306cb6b10daa3de1b0f956f430e2cf46210094ff7eb166402e905
2013-04,GEYLANG,4 ROOM,346,UBI AVE 1,01 TO 03,84,Simplified,1986,425000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24386,58,4,58 years 04 months,5059.523809523809,False,,S3465104G,2b2d3d73f42ffbdbc9eaaa0063271506ea8bf54177efdadc585e5382c43bfff9
2013-04,GEYLANG,4 ROOM,319,UBI AVE 1,04 TO 06,90,Simplified,1985,425000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24387,57,4,57 years 04 months,4722.222222222223,False,,S3195104G,ef501c235b74a845e3f0b4e0e763e1163d87bdffb268116fea3dbe6971fb81c9
2013-04,GEYLANG,3 ROOM,32,CASSIA CRES,10 TO 12,68,New Generation,1981,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24388,53,4,53 years 04 months,6323.529411764706,False,,S0323504G,c81eecab4cfc1fd476623bfb271a7dba3b2e1904f2b61bed8b82809ff2ba5363
2013-04,GEYLANG,4 ROOM,301,UBI AVE 1,01 TO 03,103,Model A,2000,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24389,72,4,72 years 04 months,4417.47572815534,False,,S3015104G,fc1aea64c66abc20d6dc5ed658ae2aa8755c1262787a3725f638acce2e57c2cd
2013-04,GEYLANG,4 ROOM,344,UBI AVE 1,04 TO 06,104,Model A,1985,475000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24390,57,4,57 years 04 months,4567.307692307692,False,,S3445104G,d795f604f02800c2cbaf0a16b567986e44e3930b388ebe126a8c8662c16cd80a
2013-04,GEYLANG,3 ROOM,414,EUNOS RD 5,01 TO 03,80,Model A,1984,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24391,56,4,56 years 04 months,6000.0,False,,S4143504G,0cd3f3502ae3090ba2aa2274780e6fe249af3d8610125262880c6cf79f0d444a
2013-04,GEYLANG,5 ROOM,352,UBI AVE 1,07 TO 09,122,Improved,1989,490000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24392,61,4,61 years 04 months,4016.3934426229507,False,,S3526304G,9b0404189d4333eb84b5e9f8e00330378ab62581959aa35d2837492dfc54c10a
2013-04,GEYLANG,4 ROOM,54,CASSIA CRES,04 TO 06,92,New Generation,1983,527000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24396,55,4,55 years 04 months,5728.260869565217,False,,S0545104G,661eaba3d36ea12708bf6b3cc3d21270fb53c412be372ed39b261c89805a2742
2013-04,GEYLANG,4 ROOM,22,EUNOS CRES,07 TO 09,95,New Generation,1977,528000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24397,49,4,49 years 04 months,5557.894736842105,False,,S0225104G,e752b77a0dcc190d5ce99ed2033c317469d17d297b5c556b52a9a0bce14bf564
2013-04,GEYLANG,4 ROOM,10,EUNOS CRES,10 TO 12,91,New Generation,1978,570000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24398,50,4,50 years 04 months,6263.736263736264,False,,S0105104G,d08c6764d28c7e7ff7e41cc7c0dd8c8f1330802f9689fef001fb50760a3df1c3
2013-04,GEYLANG,5 ROOM,22,EUNOS CRES,07 TO 09,123,Standard,1977,583000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24399,49,4,49 years 04 months,4739.837398373984,False,,S0226304G,32bf30ba1953d591df63be9bf749b41eaf37a906c3e43f144fa7befe0be27602
2013-04,GEYLANG,5 ROOM,124,PAYA LEBAR WAY,10 TO 12,118,Improved,1980,585000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24400,52,4,52 years 04 months,4957.627118644068,False,,S1246304G,33a01f4557f9a8c9b7b9807a2d0b05e62634c21a635568d898ae63c9585b002c
2013-04,GEYLANG,5 ROOM,50,SIMS DR,19 TO 21,119,Standard,1977,645000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24401,49,4,49 years 04 months,5420.16806722689,False,,S0506304G,ae0b682c915a72ead6dd171fc32575f08cb2e44777d4ef6e13927adb5aed3651
2013-04,GEYLANG,4 ROOM,56,CASSIA CRES,10 TO 12,102,Model A,1998,680000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24402,70,4,70 years 04 months,6666.666666666667,False,,S0565104G,d371428f768201caf1b6999e38372e1caa40754dfe409107db4e56450ad1ef72
2013-04,GEYLANG,4 ROOM,28,CASSIA CRES,16 TO 18,101,Model A,1998,710000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24403,70,4,70 years 04 months,7029.702970297029,False,,S0285104G,036f0f81d01656ea0246a0c3d75eeec37d9a86a2e5b017b50be8917763c1e2f8
2013-04,GEYLANG,5 ROOM,1,PINE CL,01 TO 03,113,Improved,2000,798000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24404,72,4,72 years 04 months,7061.946902654868,False,,S0016304G,0c2dfa5d48413318d02613a666cde7f48a39b01d38d947ec08acd61dcf2ec917
2013-04,GEYLANG,5 ROOM,47,JLN TIGA,10 TO 12,110,Improved,2005,830000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24405,77,4,77 years 04 months,7545.454545454545,False,,S0476304G,87c870ce9970abaf429776c58e74d715b0d2b8749ae0c65de4ee94d5b0ef09b0
2013-04,HOUGANG,3 ROOM,2,HOUGANG AVE 3,01 TO 03,59,Improved,1975,295000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24406,47,4,47 years 04 months,5000.0,False,,S0023404H,7afe523d1cce69ae2cc20323bd47e79f076c8c8fe25b414d7d3ae5223ac7dcee
2013-04,HOUGANG,3 ROOM,674,HOUGANG AVE 8,04 TO 06,64,Simplified,1987,325000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24408,59,4,59 years 04 months,5078.125,False,,S6743404H,e7aeeb31973bec493995df19855cca00212dda44898c154726168cbad4c656b8
2013-04,HOUGANG,3 ROOM,620,HOUGANG AVE 8,04 TO 06,60,Improved,1985,328000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24410,57,4,57 years 04 months,5466.666666666667,False,,S6203404H,76f46e3ef20eb8479c4c36b71ea26c94a376ea39e44c31983a277ad6df776ab1
2013-04,HOUGANG,3 ROOM,308,HOUGANG AVE 5,01 TO 03,67,New Generation,1983,330000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24411,55,4,55 years 04 months,4925.373134328358,False,,S3083404H,b0370bc8ab292041a68a69c0475428fe9bca110daf0c1c69fe0493ae0b743b98
2013-04,HOUGANG,3 ROOM,642,HOUGANG AVE 8,07 TO 09,60,Improved,1987,332000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24412,59,4,59 years 04 months,5533.333333333333,False,,S6423404H,05c2b2bab1eec682e21cc567a293d3cc6859124bf429ba72a612a52941d6ba6b
2013-04,HOUGANG,3 ROOM,652,HOUGANG AVE 8,10 TO 12,60,Improved,1988,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24413,60,4,60 years 04 months,5666.666666666667,False,,S6523404H,1adc80195099522fdb6615800469f8eacec784b6d9a0cd57d4f034abf022826a
2013-04,HOUGANG,3 ROOM,645,HOUGANG AVE 8,07 TO 09,60,Improved,1987,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24414,59,4,59 years 04 months,5666.666666666667,False,,S6453404H,2c9519b217374870b3744dbc93eb3b31825536de2fcaf2b98797112dc842b067
2013-04,HOUGANG,3 ROOM,501,HOUGANG AVE 8,01 TO 03,64,Simplified,1986,343000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24415,58,4,58 years 04 months,5359.375,False,,S5013404H,f064787e53c6f65a2b6f28de7864d9e05902f43cd5b7cee4deb1052b75a45f37
2013-04,HOUGANG,3 ROOM,119,HOUGANG AVE 1,07 TO 09,67,New Generation,1981,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24416,53,4,53 years 04 months,5223.880597014925,False,,S1193404H,b361c269d3211eff780923eed66235c84d86be934a0ffa9a2f0238d43b7a1076
2013-04,HOUGANG,3 ROOM,242,HOUGANG ST 22,01 TO 03,67,New Generation,1984,351000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24417,56,4,56 years 04 months,5238.805970149254,False,,S2423404H,012652ab3d44af1bc44545da0815797f417873a34e55434c0416b12c218bdbf1
2013-04,HOUGANG,3 ROOM,669,HOUGANG AVE 8,01 TO 03,74,Model A,1987,356500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24418,59,4,59 years 04 months,4817.5675675675675,False,,S6693404H,e3a943ede6755f9ab29de7326d09cd741acf2f5511b3de1d9454944aca273203
2013-04,HOUGANG,3 ROOM,23,HOUGANG AVE 3,07 TO 09,73,New Generation,1978,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,24419,50,4,50 years 04 months,4931.506849315068,False,,S0233404H,9f35795f1eebbb63ea722b51c72c0c4f82ae42e618420ffbebdacec391cc8b24
