month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,_source_file,_row_id,_fail_reason,remaining_lease_years,remaining_lease_months,remaining_lease_display,price_per_sqm,is_price_anomaly,price_anomaly_reason,resale_identifier
2012-11,ANG MO KIO,3 ROOM,601,ANG MO KIO AVE 5,04 TO 06,67,New Generation,1980,353000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16801,duplicate resale_identifier; lower price discarded,52.0,4.0,52 years 04 months,5268.6567164179105,False,,S6013611A
2012-11,ANG MO KIO,3 ROOM,523,ANG MO KIO AVE 5,04 TO 06,68,New Generation,1980,354500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16802,duplicate resale_identifier; lower price discarded,52.0,4.0,52 years 04 months,5213.235294117647,False,,S5233611A
2012-11,ANG MO KIO,3 ROOM,523,ANG MO KIO AVE 5,10 TO 12,68,New Generation,1980,360000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16807,duplicate resale_identifier; lower price discarded,52.0,4.0,52 years 04 months,5294.117647058823,False,,S5233611A
2012-11,ANG MO KIO,3 ROOM,301,ANG MO KIO AVE 3,01 TO 03,73,New Generation,1978,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16826,duplicate resale_identifier; lower price discarded,50.0,4.0,50 years 04 months,5547.945205479452,False,,S3013611A
2012-11,ANG MO KIO,4 ROOM,612,ANG MO KIO AVE 4,01 TO 03,91,New Generation,1980,417000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16829,duplicate resale_identifier; lower price discarded,52.0,4.0,52 years 04 months,4582.417582417583,False,,S6124911A
2012-11,ANG MO KIO,4 ROOM,504,ANG MO KIO AVE 8,01 TO 03,93,New Generation,1980,450000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16833,duplicate resale_identifier; lower price discarded,52.0,4.0,52 years 04 months,4838.709677419355,False,,S5044911A
2012-11,ANG MO KIO,5 ROOM,501,ANG MO KIO AVE 5,04 TO 06,121,Improved,1981,550000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16848,duplicate resale_identifier; lower price discarded,53.0,4.0,53 years 04 months,4545.454545454545,False,,S5016211A
2012-11,BEDOK,3 ROOM,534,BEDOK NTH ST 3,07 TO 09,60,Improved,1986,318000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16865,duplicate resale_identifier; lower price discarded,58.0,4.0,58 years 04 months,5300.0,False,,S5343511B
2012-11,BEDOK,3 ROOM,128,BEDOK NTH ST 2,01 TO 03,67,New Generation,1978,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16877,duplicate resale_identifier; lower price discarded,50.0,4.0,50 years 04 months,5074.626865671642,False,,S1283511B
2012-11,BEDOK,3 ROOM,528,BEDOK NTH ST 3,07 TO 09,68,New Generation,1979,345000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16880,duplicate resale_identifier; lower price discarded,51.0,4.0,51 years 04 months,5073.529411764706,False,,S5283511B
2012-11,BEDOK,3 ROOM,36,CHAI CHEE AVE,10 TO 12,65,Improved,1974,370000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16898,duplicate resale_identifier; lower price discarded,46.0,4.0,46 years 04 months,5692.307692307692,False,,S0363511B
2012-11,BEDOK,4 ROOM,182,BEDOK NTH RD,01 TO 03,92,Model A,2006,544000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16942,duplicate resale_identifier; lower price discarded,78.0,4.0,78 years 04 months,5913.04347826087,False,,S1824611B
2012-11,BEDOK,5 ROOM,9,BEDOK STH AVE 2,01 TO 03,133,Model A,1993,705000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16954,duplicate resale_identifier; lower price discarded,65.0,4.0,65 years 04 months,5300.751879699248,False,,S0096111B
2012-11,BISHAN,3 ROOM,22,SIN MING RD,07 TO 09,68,Improved,1973,280000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16960,duplicate resale_identifier; lower price discarded,45.0,4.0,45 years 04 months,4117.64705882353,False,,S0223811B
2012-11,BISHAN,4 ROOM,136,BISHAN ST 12,01 TO 03,84,Simplified,1987,425000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16966,duplicate resale_identifier; lower price discarded,59.0,4.0,59 years 04 months,5059.523809523809,False,,S1365311B
2012-11,BISHAN,EXECUTIVE,219,BISHAN ST 23,04 TO 06,146,Maisonette,1992,860000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16989,duplicate resale_identifier; lower price discarded,64.0,4.0,64 years 04 months,5890.41095890411,False,,S2199111B
2012-11,BUKIT BATOK,3 ROOM,506,BT BATOK ST 52,10 TO 12,60,Improved,1987,297000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16996,duplicate resale_identifier; lower price discarded,59.0,4.0,59 years 04 months,4950.0,False,,S5063311B
2012-11,BUKIT BATOK,3 ROOM,164,BT BATOK ST 11,04 TO 06,73,Model A,1984,300000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16997,duplicate resale_identifier; lower price discarded,56.0,4.0,56 years 04 months,4109.58904109589,False,,S1643311B
2012-11,BUKIT BATOK,3 ROOM,318,BT BATOK ST 32,01 TO 03,68,New Generation,1986,305000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,16999,duplicate resale_identifier; lower price discarded,58.0,4.0,58 years 04 months,4485.294117647059,False,,S3183311B
2012-11,BUKIT BATOK,3 ROOM,240,BT BATOK EAST AVE 5,01 TO 03,69,New Generation,1985,324000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17008,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,4695.652173913043,False,,S2403311B
2012-11,BUKIT BATOK,3 ROOM,534,BT BATOK ST 51,07 TO 09,60,Improved,1987,327000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17010,duplicate resale_identifier; lower price discarded,59.0,4.0,59 years 04 months,5450.0,False,,S5343311B
2012-11,BUKIT BATOK,3 ROOM,505,BT BATOK ST 52,07 TO 09,69,Improved,1988,327000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17011,duplicate resale_identifier; lower price discarded,60.0,4.0,60 years 04 months,4739.130434782609,False,,S5053311B
2012-11,BUKIT BATOK,4 ROOM,333,BT BATOK ST 32,04 TO 06,84,Simplified,1987,388000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17039,duplicate resale_identifier; lower price discarded,59.0,4.0,59 years 04 months,4619.047619047619,False,,S3334611B
2012-11,BUKIT BATOK,4 ROOM,385,BT BATOK WEST AVE 5,04 TO 06,86,Model A,2005,487000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17054,duplicate resale_identifier; lower price discarded,77.0,4.0,77 years 04 months,5662.790697674419,False,,S3854611B
2012-11,BUKIT BATOK,4 ROOM,210,BT BATOK ST 21,10 TO 12,104,Model A,1985,500000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17056,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,4807.692307692308,False,,S2104611B
2012-11,BUKIT BATOK,4 ROOM,385,BT BATOK WEST AVE 5,19 TO 21,90,Model A,2005,510000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17060,duplicate resale_identifier; lower price discarded,77.0,4.0,77 years 04 months,5666.666666666667,False,,S3854611B
2012-11,BUKIT BATOK,5 ROOM,216,BT BATOK ST 21,01 TO 03,121,Improved,1985,570000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17065,duplicate resale_identifier; lower price discarded,57.0,4.0,57 years 04 months,4710.743801652892,False,,S2165911B
2012-11,BUKIT MERAH,1 ROOM,7,TELOK BLANGAH CRES,01 TO 03,31,Improved,1975,235000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17079,duplicate resale_identifier; lower price discarded,47.0,4.0,47 years 04 months,7580.645161290323,False,,S0072411B
2012-11,BUKIT MERAH,3 ROOM,38,TELOK BLANGAH RISE,04 TO 06,60,Improved,1976,326000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17084,duplicate resale_identifier; lower price discarded,48.0,4.0,48 years 04 months,5433.333333333333,False,,S0383911B
2012-11,BUKIT MERAH,3 ROOM,28,TELOK BLANGAH RISE,13 TO 15,59,Improved,1976,340000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17088,duplicate resale_identifier; lower price discarded,48.0,4.0,48 years 04 months,5762.71186440678,False,,S0283911B
2012-11,BUKIT MERAH,3 ROOM,18,TAMAN HO SWEE,07 TO 09,54,Standard,1970,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17089,duplicate resale_identifier; lower price discarded,42.0,4.0,42 years 04 months,6481.481481481482,False,,S0183911B
2012-11,BUKIT MERAH,3 ROOM,44,TELOK BLANGAH DR,04 TO 06,65,Improved,1976,364000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17092,duplicate resale_identifier; lower price discarded,48.0,4.0,48 years 04 months,5600.0,False,,S0443911B
2012-11,BUKIT MERAH,4 ROOM,103,HENDERSON CRES,07 TO 09,74,Standard,1970,446000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17103,duplicate resale_identifier; lower price discarded,42.0,4.0,42 years 04 months,6027.027027027027,False,,S1036411B
2012-11,BUKIT MERAH,4 ROOM,12,JLN BT MERAH,10 TO 12,105,Model A,1996,610000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17111,duplicate resale_identifier; lower price discarded,68.0,4.0,68 years 04 months,5809.523809523809,False,,S0126411B
2012-11,BUKIT MERAH,4 ROOM,8,CANTONMENT CL,01 TO 03,90,Model A,2002,633000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17113,duplicate resale_identifier; lower price discarded,74.0,4.0,74 years 04 months,7033.333333333333,False,,S0086411B
2012-11,BUKIT MERAH,4 ROOM,111A,DEPOT RD,16 TO 18,100,Model A,2006,658000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17117,duplicate resale_identifier; lower price discarded,78.0,4.0,78 years 04 months,6580.0,False,,S1116411B
2012-11,BUKIT MERAH,4 ROOM,25A,JLN MEMBINA,04 TO 06,90,Model A,2008,690000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17119,duplicate resale_identifier; lower price discarded,80.0,4.0,80 years 04 months,7666.666666666667,False,,S0256411B
2012-11,BUKIT MERAH,4 ROOM,6B,BOON TIONG RD,19 TO 21,100,Model A,2005,805000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17136,duplicate resale_identifier; lower price discarded,77.0,4.0,77 years 04 months,8050.0,False,,S0066411B
2012-11,BUKIT PANJANG,4 ROOM,220,PETIR RD,10 TO 12,103,Model A,1989,424000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17159,duplicate resale_identifier; lower price discarded,61.0,4.0,61 years 04 months,4116.504854368932,False,,S2204311B
2012-11,BUKIT PANJANG,5 ROOM,465,SEGAR RD,04 TO 06,110,Premium Apartment,2002,470000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17168,duplicate resale_identifier; lower price discarded,74.0,4.0,74 years 04 months,4272.727272727273,False,,S4655211B
2012-11,BUKIT PANJANG,5 ROOM,604,SENJA RD,01 TO 03,121,Improved,1999,550000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17190,duplicate resale_identifier; lower price discarded,71.0,4.0,71 years 04 months,4545.454545454545,False,,S6045211B
2012-11,BUKIT PANJANG,EXECUTIVE,532,JELAPANG RD,04 TO 06,145,Maisonette,1999,610000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17199,duplicate resale_identifier; lower price discarded,71.0,4.0,71 years 04 months,4206.896551724138,False,,S5326011B
2012-11,BUKIT TIMAH,3 ROOM,4,QUEEN'S RD,10 TO 12,63,Improved,1974,400000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17207,duplicate resale_identifier; lower price discarded,46.0,4.0,46 years 04 months,6349.206349206349,False,,S0044211B
2012-11,CENTRAL AREA,3 ROOM,9,SELEGIE RD,13 TO 15,58,Standard,1974,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17212,duplicate resale_identifier; lower price discarded,46.0,4.0,46 years 04 months,7068.9655172413795,False,,S0094511C
2012-11,CENTRAL AREA,3 ROOM,9,SELEGIE RD,16 TO 18,56,Standard,1974,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17213,duplicate resale_identifier; lower price discarded,46.0,4.0,46 years 04 months,7678.571428571428,False,,S0094511C
2012-11,CHOA CHU KANG,4 ROOM,484A,CHOA CHU KANG AVE 5,10 TO 12,90,Model A2,1999,369500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17220,duplicate resale_identifier; lower price discarded,71.0,4.0,71 years 04 months,4105.555555555556,False,,S4844311C
2012-11,CHOA CHU KANG,4 ROOM,463,CHOA CHU KANG AVE 4,01 TO 03,104,Premium Apartment,2000,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17225,duplicate resale_identifier; lower price discarded,72.0,4.0,72 years 04 months,3894.230769230769,False,,S4634311C
2012-11,CHOA CHU KANG,4 ROOM,673A,CHOA CHU KANG CRES,01 TO 03,103,Premium Apartment,1999,410000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17229,duplicate resale_identifier; lower price discarded,71.0,4.0,71 years 04 months,3980.5825242718447,False,,S6734311C
2012-11,CHOA CHU KANG,4 ROOM,687B,CHOA CHU KANG DR,16 TO 18,90,Model A,2002,438000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17248,duplicate resale_identifier; lower price discarded,74.0,4.0,74 years 04 months,4866.666666666667,False,,S6874311C
2012-11,CHOA CHU KANG,5 ROOM,684D,CHOA CHU KANG CRES,01 TO 03,110,Improved,2002,459500,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17262,duplicate resale_identifier; lower price discarded,74.0,4.0,74 years 04 months,4177.272727272727,False,,S6845011C
2012-11,CHOA CHU KANG,5 ROOM,469,CHOA CHU KANG AVE 3,04 TO 06,121,Improved,1999,480000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17267,duplicate resale_identifier; lower price discarded,71.0,4.0,71 years 04 months,3966.9421487603304,False,,S4695011C
2012-11,GEYLANG,3 ROOM,49,CIRCUIT RD,04 TO 06,56,Standard,1969,293000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17337,duplicate resale_identifier; lower price discarded,41.0,4.0,41 years 04 months,5232.142857142857,False,,S0493311G
2012-11,GEYLANG,3 ROOM,67,CIRCUIT RD,04 TO 06,61,Standard,1969,332000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17349,duplicate resale_identifier; lower price discarded,41.0,4.0,41 years 04 months,5442.622950819672,False,,S0673311G
2012-11,GEYLANG,3 ROOM,97,JLN DUA,07 TO 09,56,Standard,1969,333000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17350,duplicate resale_identifier; lower price discarded,41.0,4.0,41 years 04 months,5946.428571428572,False,,S0973311G
2012-11,GEYLANG,3 ROOM,4,HAIG RD,04 TO 06,65,Improved,1976,375000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17357,duplicate resale_identifier; lower price discarded,48.0,4.0,48 years 04 months,5769.2307692307695,False,,S0043311G
2012-11,HOUGANG,3 ROOM,24,HOUGANG AVE 3,07 TO 09,67,New Generation,1978,344000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17390,duplicate resale_identifier; lower price discarded,50.0,4.0,50 years 04 months,5134.328358208955,False,,S0243411H
2012-11,HOUGANG,3 ROOM,328,HOUGANG AVE 5,01 TO 03,67,New Generation,1983,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17392,duplicate resale_identifier; lower price discarded,55.0,4.0,55 years 04 months,5223.880597014925,False,,S3283411H
2012-11,HOUGANG,3 ROOM,24,HOUGANG AVE 3,10 TO 12,67,New Generation,1978,351000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17394,duplicate resale_identifier; lower price discarded,50.0,4.0,50 years 04 months,5238.805970149254,False,,S0243411H
2012-11,HOUGANG,3 ROOM,301,HOUGANG AVE 5,07 TO 09,74,Model A,1983,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17403,duplicate resale_identifier; lower price discarded,55.0,4.0,55 years 04 months,5202.7027027027025,False,,S3013411H
2012-11,HOUGANG,4 ROOM,154,HOUGANG ST 11,01 TO 03,93,New Generation,1984,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17410,duplicate resale_identifier; lower price discarded,56.0,4.0,56 years 04 months,4354.8387096774195,False,,S1544411H
2012-11,HOUGANG,4 ROOM,981C,BUANGKOK CRES,01 TO 03,90,Model A,2003,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17417,duplicate resale_identifier; lower price discarded,75.0,4.0,75 years 04 months,4777.777777777777,False,,S9814411H
2012-11,HOUGANG,EXECUTIVE,578,HOUGANG AVE 4,01 TO 03,140,Maisonette,1997,620000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17459,duplicate resale_identifier; lower price discarded,69.0,4.0,69 years 04 months,4428.571428571428,False,,S5787011H
2012-11,JURONG EAST,3 ROOM,329,JURONG EAST AVE 1,01 TO 03,74,Model A,1983,333000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17470,duplicate resale_identifier; lower price discarded,55.0,4.0,55 years 04 months,4500.0,False,,S3293411J
2012-11,JURONG EAST,4 ROOM,409,PANDAN GDNS,01 TO 03,100,New Generation,1978,389000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17486,duplicate resale_identifier; lower price discarded,50.0,4.0,50 years 04 months,3890.0,False,,S4094511J
2012-11,JURONG EAST,5 ROOM,406,PANDAN GDNS,10 TO 12,104,Standard,1979,455000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17493,duplicate resale_identifier; lower price discarded,51.0,4.0,51 years 04 months,4375.0,False,,S4065511J
2012-11,JURONG EAST,4 ROOM,286A,TOH GUAN RD,01 TO 03,104,Model A,1998,491000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17497,duplicate resale_identifier; lower price discarded,70.0,4.0,70 years 04 months,4721.153846153846,False,,S2864511J
2012-11,JURONG EAST,4 ROOM,288D,JURONG EAST ST 21,01 TO 03,104,Model A,2000,493000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17498,duplicate resale_identifier; lower price discarded,72.0,4.0,72 years 04 months,4740.384615384615,False,,S2884511J
2012-11,JURONG WEST,3 ROOM,186,BOON LAY AVE,01 TO 03,59,Improved,1975,275000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17516,duplicate resale_identifier; lower price discarded,47.0,4.0,47 years 04 months,4661.016949152542,False,,S1863311J
2012-11,JURONG WEST,3 ROOM,186,BOON LAY AVE,10 TO 12,59,Improved,1975,280000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17517,duplicate resale_identifier; lower price discarded,47.0,4.0,47 years 04 months,4745.762711864407,False,,S1863311J
2012-11,JURONG WEST,3 ROOM,211,BOON LAY PL,01 TO 03,65,Improved,1976,300000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17520,duplicate resale_identifier; lower price discarded,48.0,4.0,48 years 04 months,4615.384615384615,False,,S2113311J
2012-11,JURONG WEST,3 ROOM,209,BOON LAY PL,04 TO 06,65,Improved,1976,300000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17521,duplicate resale_identifier; lower price discarded,48.0,4.0,48 years 04 months,4615.384615384615,False,,S2093311J
2012-11,JURONG WEST,3 ROOM,113,TAO CHING RD,07 TO 09,67,Improved,1971,305000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17523,duplicate resale_identifier; lower price discarded,43.0,4.0,43 years 04 months,4552.238805970149,False,,S1133311J
2012-11,JURONG WEST,3 ROOM,926,JURONG WEST ST 92,01 TO 03,73,Model A,1989,315000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17526,duplicate resale_identifier; lower price discarded,61.0,4.0,61 years 04 months,4315.068493150685,False,,S9263311J
2012-11,JURONG WEST,3 ROOM,210,BOON LAY PL,10 TO 12,65,Improved,1977,320000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17527,duplicate resale_identifier; lower price discarded,49.0,4.0,49 years 04 months,4923.076923076923,False,,S2103311J
2012-11,JURONG WEST,3 ROOM,210,BOON LAY PL,04 TO 06,74,Improved,1977,328888,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17530,duplicate resale_identifier; lower price discarded,49.0,4.0,49 years 04 months,4444.4324324324325,False,,S2103311J
2012-11,JURONG WEST,3 ROOM,211,BOON LAY PL,13 TO 15,65,Improved,1976,331000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17532,duplicate resale_identifier; lower price discarded,48.0,4.0,48 years 04 months,5092.307692307692,False,,S2113311J
2012-11,JURONG WEST,3 ROOM,525,JURONG WEST ST 52,07 TO 09,67,New Generation,1982,350000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17537,duplicate resale_identifier; lower price discarded,54.0,4.0,54 years 04 months,5223.880597014925,False,,S5253311J
2012-11,JURONG WEST,3 ROOM,525,JURONG WEST ST 52,01 TO 03,67,New Generation,1982,364000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17541,duplicate resale_identifier; lower price discarded,54.0,4.0,54 years 04 months,5432.835820895522,False,,S5253311J
2012-11,JURONG WEST,3 ROOM,525,JURONG WEST ST 52,01 TO 03,81,New Generation,1982,385000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17549,duplicate resale_identifier; lower price discarded,54.0,4.0,54 years 04 months,4753.086419753086,False,,S5253311J
2012-11,JURONG WEST,4 ROOM,854,JURONG WEST ST 81,01 TO 03,106,Model A,1996,405000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17554,duplicate resale_identifier; lower price discarded,68.0,4.0,68 years 04 months,3820.754716981132,False,,S8544311J
2012-11,JURONG WEST,4 ROOM,655A,JURONG WEST ST 61,04 TO 06,86,Model A2,2002,413000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17559,duplicate resale_identifier; lower price discarded,74.0,4.0,74 years 04 months,4802.325581395349,False,,S6554311J
2012-11,JURONG WEST,4 ROOM,655B,JURONG WEST ST 61,01 TO 03,85,Model A2,2002,416000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17564,duplicate resale_identifier; lower price discarded,74.0,4.0,74 years 04 months,4894.117647058823,False,,S6554311J
2012-11,JURONG WEST,4 ROOM,540,JURONG WEST AVE 1,01 TO 03,109,Model A,1984,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17571,duplicate resale_identifier; lower price discarded,56.0,4.0,56 years 04 months,3944.954128440367,False,,S5404311J
2012-11,JURONG WEST,4 ROOM,540,JURONG WEST AVE 1,10 TO 12,103,Model A,1984,430000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17572,duplicate resale_identifier; lower price discarded,56.0,4.0,56 years 04 months,4174.757281553398,False,,S5404311J
2012-11,JURONG WEST,5 ROOM,647,JURONG WEST ST 61,01 TO 03,122,Improved,1998,473000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17598,duplicate resale_identifier; lower price discarded,70.0,4.0,70 years 04 months,3877.0491803278687,False,,S6475011J
2012-11,JURONG WEST,5 ROOM,667C,JURONG WEST ST 65,01 TO 03,110,Improved,2000,485000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17605,duplicate resale_identifier; lower price discarded,72.0,4.0,72 years 04 months,4409.090909090909,False,,S6675011J
2012-11,JURONG WEST,5 ROOM,408,JURONG WEST ST 42,04 TO 06,137,Model A-Maisonette,1984,500000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17610,duplicate resale_identifier; lower price discarded,56.0,4.0,56 years 04 months,3649.6350364963505,False,,S4085011J
2012-11,JURONG WEST,4 ROOM,988C,JURONG WEST ST 93,07 TO 09,94,Premium Apartment,2008,505000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17619,duplicate resale_identifier; lower price discarded,80.0,4.0,80 years 04 months,5372.340425531915,False,,S9884311J
2012-11,JURONG WEST,5 ROOM,664B,JURONG WEST ST 64,04 TO 06,110,Improved,2000,510000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17623,duplicate resale_identifier; lower price discarded,72.0,4.0,72 years 04 months,4636.363636363636,False,,S6645011J
2012-11,JURONG WEST,5 ROOM,654C,JURONG WEST ST 61,04 TO 06,111,Improved,2002,513000,Resale_Flat_Prices__Based_on_Registration_Date___From_Mar_2012_to_Dec_2014.csv,17625,duplicate resale_identifier; lower price discarded,74.0,4.0,74 years 04 months,4621.621621621622,False,,S6545011J
